target,predictor_source,method,lead,transform,predictor_domain,eof_modes,downscale,generalized_roc,rpss,pearson_r,hit_rate
Kenya:MAM,obs_sst_field,cca,4,raw,pacific,4,none,0.4559,-0.1135,-0.0973,0.276
Kenya:MAM,gcm_mos_sst,cca,4,raw,pacific,4,none,0.4923,-0.0744,-0.0113,0.3171
Kenya:MAM,obs_sst_field,cca,4,raw,pacific,8,none,0.4526,-0.1525,-0.1375,0.2849
Kenya:MAM,gcm_mos_sst,cca,4,raw,pacific,8,none,0.4605,-0.1177,-0.1156,0.2939
Kenya:MAM,gcm_mos_precip,cca,4,raw,region,4,none,0.4829,-0.0556,-0.0337,0.3258
Kenya:MAM,gcm_mos_precip,cca,4,raw,region,8,none,0.4831,-0.0532,-0.0337,0.3267
Kenya:MAM,gcm_mos_precip,qm,4,raw,region,0,none,0.5118,-0.0749,-0.0051,0.3347
Kenya:MAM,obs_index,regression,4,raw,nino34,0,none,0.4455,-0.082,-0.1571,0.2803
Kenya:MAM,gcm_index,regression,4,raw,nino34,0,none,0.4123,-0.0943,-0.3314,0.2566
Kenya:MAM,obs_index,regression,4,raw,iod,0,none,0.4012,-0.0897,-0.4226,0.2296
Kenya:MAM,gcm_index,regression,4,raw,iod,0,none,0.4115,-0.104,-0.3022,0.2522
Kenya:MAM,obs_index,regression,4,raw,wpg,0,none,0.423,-0.0957,-0.2702,0.2556
Kenya:MAM,gcm_index,regression,4,raw,wpg,0,none,0.3868,-0.109,-0.4222,0.2268
Kenya:MAM,obs_index,regression,4,raw,wvg,0,none,0.4086,-0.1011,-0.3129,0.2409
Kenya:MAM,gcm_index,regression,4,raw,wvg,0,none,0.391,-0.106,-0.3956,0.2302
Kenya:MAM,obs_index,regression,4,raw,iwhg,0,none,0.4092,-0.0938,-0.3538,0.2347
Kenya:MAM,gcm_index,regression,4,raw,iwhg,0,none,0.3929,-0.1078,-0.375,0.2351
Kenya:MAM,persistence,regression,4,raw,region,0,none,0.3858,-0.1221,-0.4815,0.2109
Kenya:OND,obs_sst_field,cca,0,std_anom,indo_pacific,4,none,0.661,0.1078,0.3951,0.4802
Kenya:OND,gcm_mos_sst,cca,0,std_anom,indo_pacific,4,none,0.733,0.236,0.6192,0.555
Kenya:OND,obs_sst_field,cca,0,std_anom,indo_pacific,8,none,0.6642,0.1107,0.4041,0.4741
Kenya:OND,gcm_mos_sst,cca,0,std_anom,indo_pacific,8,none,0.7361,0.2279,0.623,0.5525
Kenya:OND,obs_sst_field,cca,0,std_anom,indian,4,none,0.6386,0.0535,0.2653,0.4832
Kenya:OND,gcm_mos_sst,cca,0,std_anom,indian,4,none,0.7305,0.2301,0.5715,0.5419
Kenya:OND,obs_sst_field,cca,0,std_anom,indian,8,none,0.643,0.0428,0.2662,0.4719
Kenya:OND,gcm_mos_sst,cca,0,std_anom,indian,8,none,0.725,0.2108,0.5288,0.5472
Kenya:OND,obs_sst_field,cca,0,std_anom,pacific,4,none,0.6635,0.1228,0.422,0.4758
Kenya:OND,gcm_mos_sst,cca,0,std_anom,pacific,4,none,0.6811,0.148,0.4825,0.5041
Kenya:OND,obs_sst_field,cca,0,std_anom,pacific,8,none,0.6591,0.1002,0.4159,0.4762
Kenya:OND,gcm_mos_sst,cca,0,std_anom,pacific,8,none,0.6668,0.1161,0.4806,0.482
Kenya:OND,gcm_mos_precip,cca,0,std_anom,region,4,none,0.7324,0.2364,0.6121,0.5402
Kenya:OND,gcm_mos_precip,cca,0,std_anom,region,8,none,0.731,0.2248,0.6121,0.5415
Kenya:OND,gcm_mos_precip,qm,0,std_anom,region,0,none,0.7127,0.1575,0.4052,0.3729
Kenya:OND,obs_index,regression,0,std_anom,nino34,0,none,0.6575,0.1043,0.3565,0.448
Kenya:OND,gcm_index,regression,0,std_anom,nino34,0,none,0.6902,0.1471,0.4416,0.4538
Kenya:OND,obs_index,regression,0,std_anom,iod,0,none,0.6566,0.1128,0.3748,0.5072
Kenya:OND,gcm_index,regression,0,std_anom,iod,0,none,0.7428,0.2582,0.6388,0.541
Kenya:OND,obs_index,regression,0,std_anom,wpg,0,none,0.6696,0.1229,0.3881,0.4729
Kenya:OND,gcm_index,regression,0,std_anom,wpg,0,none,0.6868,0.154,0.4564,0.4726
Kenya:OND,obs_index,regression,0,std_anom,wvg,0,none,0.6545,0.0947,0.395,0.4699
Kenya:OND,gcm_index,regression,0,std_anom,wvg,0,none,0.6993,0.1804,0.5266,0.504
Kenya:OND,obs_index,regression,0,std_anom,iwhg,0,none,0.6931,0.1746,0.4634,0.5231
Kenya:OND,gcm_index,regression,0,std_anom,iwhg,0,none,0.752,0.2814,0.6381,0.5615
Kenya:OND,persistence,regression,0,std_anom,region,0,none,0.3893,-0.1319,-0.42,0.2906
Kenya:OND,obs_sst_field,cca,0,raw,indo_pacific,4,none,0.6805,0.1416,0.3902,0.4986
Kenya:OND,gcm_mos_sst,cca,0,raw,indo_pacific,4,none,0.734,0.2411,0.6322,0.5437
Kenya:OND,obs_sst_field,cca,0,raw,indo_pacific,8,none,0.6712,0.1141,0.3611,0.475
Kenya:OND,gcm_mos_sst,cca,0,raw,indo_pacific,8,none,0.733,0.2331,0.6215,0.5459
Kenya:OND,obs_sst_field,cca,0,raw,indian,4,none,0.6462,0.0644,0.2647,0.4972
Kenya:OND,gcm_mos_sst,cca,0,raw,indian,4,none,0.7279,0.2235,0.5879,0.5388
Kenya:OND,obs_sst_field,cca,0,raw,indian,8,none,0.6449,0.0508,0.2439,0.4686
Kenya:OND,gcm_mos_sst,cca,0,raw,indian,8,none,0.7284,0.2092,0.5552,0.5451
Kenya:OND,obs_sst_field,cca,0,raw,pacific,4,none,0.6724,0.1304,0.3898,0.4825
Kenya:OND,gcm_mos_sst,cca,0,raw,pacific,4,none,0.6812,0.1517,0.4541,0.5015
Kenya:OND,obs_sst_field,cca,0,raw,pacific,8,none,0.6621,0.1004,0.3804,0.4755
Kenya:OND,gcm_mos_sst,cca,0,raw,pacific,8,none,0.6658,0.113,0.452,0.4809
Kenya:OND,gcm_mos_precip,cca,0,raw,region,4,none,0.7345,0.2349,0.6254,0.5433
Kenya:OND,gcm_mos_precip,cca,0,raw,region,8,none,0.733,0.2229,0.6254,0.5436
Kenya:OND,gcm_mos_precip,qm,0,raw,region,0,none,0.7212,0.1603,0.405,0.3773
Kenya:OND,obs_index,regression,0,raw,nino34,0,none,0.6575,0.1043,0.3497,0.448
Kenya:OND,gcm_index,regression,0,raw,nino34,0,none,0.6902,0.1471,0.4215,0.4538
Kenya:OND,obs_index,regression,0,raw,iod,0,none,0.6566,0.1128,0.3833,0.5072
Kenya:OND,gcm_index,regression,0,raw,iod,0,none,0.7428,0.2582,0.6602,0.541
Kenya:OND,obs_index,regression,0,raw,wpg,0,none,0.6696,0.1229,0.3998,0.4729
Kenya:OND,gcm_index,regression,0,raw,wpg,0,none,0.6868,0.154,0.4659,0.4726
Kenya:OND,obs_index,regression,0,raw,wvg,0,none,0.6545,0.0947,0.4041,0.4699
Kenya:OND,gcm_index,regression,0,raw,wvg,0,none,0.6993,0.1804,0.5353,0.504
Kenya:OND,obs_index,regression,0,raw,iwhg,0,none,0.6931,0.1746,0.4725,0.5231
Kenya:OND,gcm_index,regression,0,raw,iwhg,0,none,0.752,0.2814,0.6504,0.5615
Kenya:OND,persistence,regression,0,raw,region,0,none,0.3893,-0.1319,-0.4424,0.2906
Kenya:OND,obs_sst_field,cca,1,std_anom,indo_pacific,4,none,0.6487,0.088,0.341,0.4612
Kenya:OND,gcm_mos_sst,cca,1,std_anom,indo_pacific,4,none,0.6933,0.165,0.4672,0.5001
Kenya:OND,obs_sst_field,cca,1,std_anom,indo_pacific,8,none,0.6615,0.1086,0.3911,0.4883
Kenya:OND,gcm_mos_sst,cca,1,std_anom,indo_pacific,8,none,0.714,0.1798,0.505,0.5198
Kenya:OND,obs_sst_field,cca,1,std_anom,indian,4,none,0.5222,-0.0815,0.0284,0.3626
Kenya:OND,gcm_mos_sst,cca,1,std_anom,indian,4,none,0.7137,0.198,0.4846,0.5242
Kenya:OND,obs_sst_field,cca,1,std_anom,indian,8,none,0.5519,-0.0768,0.03,0.3885
Kenya:OND,gcm_mos_sst,cca,1,std_anom,indian,8,none,0.7235,0.2026,0.51,0.5304
Kenya:OND,obs_sst_field,cca,1,std_anom,pacific,4,none,0.638,0.0678,0.3471,0.4605
Kenya:OND,gcm_mos_sst,cca,1,std_anom,pacific,4,none,0.6894,0.1601,0.5071,0.511
Kenya:OND,obs_sst_field,cca,1,std_anom,pacific,8,none,0.6496,0.084,0.4035,0.4567
Kenya:OND,gcm_mos_sst,cca,1,std_anom,pacific,8,none,0.6852,0.1416,0.4963,0.4884
Kenya:OND,gcm_mos_precip,cca,1,std_anom,region,4,none,0.7151,0.1965,0.5741,0.5237
Kenya:OND,gcm_mos_precip,cca,1,std_anom,region,8,none,0.7144,0.187,0.5741,0.5182
Kenya:OND,gcm_mos_precip,qm,1,std_anom,region,0,none,0.7314,0.219,0.4776,0.3779
Kenya:OND,obs_index,regression,1,std_anom,nino34,0,none,0.6415,0.0781,0.3141,0.4271
Kenya:OND,gcm_index,regression,1,std_anom,nino34,0,none,0.6822,0.1334,0.4156,0.4455
Kenya:OND,obs_index,regression,1,std_anom,iod,0,none,0.5919,0.0121,0.1936,0.4421
Kenya:OND,gcm_index,regression,1,std_anom,iod,0,none,0.7513,0.2772,0.616,0.5617
Kenya:OND,obs_index,regression,1,std_anom,wpg,0,none,0.6567,0.0959,0.3333,0.4755
Kenya:OND,gcm_index,regression,1,std_anom,wpg,0,none,0.6854,0.156,0.4628,0.4901
Kenya:OND,obs_index,regression,1,std_anom,wvg,0,none,0.6202,0.0386,0.2853,0.4097
Kenya:OND,gcm_index,regression,1,std_anom,wvg,0,none,0.7034,0.1877,0.5278,0.5135
Kenya:OND,obs_index,regression,1,std_anom,iwhg,0,none,0.6477,0.0959,0.3429,0.4937
Kenya:OND,gcm_index,regression,1,std_anom,iwhg,0,none,0.7507,0.2825,0.6107,0.5561
Kenya:OND,persistence,regression,1,std_anom,region,0,none,0.4056,-0.1441,-0.2666,0.279
Kenya:OND,obs_sst_field,cca,1,raw,indo_pacific,4,none,0.6574,0.103,0.2954,0.4747
Kenya:OND,gcm_mos_sst,cca,1,raw,indo_pacific,4,none,0.7023,0.1793,0.4702,0.5138
Kenya:OND,obs_sst_field,cca,1,raw,indo_pacific,8,none,0.6609,0.1128,0.3382,0.4886
Kenya:OND,gcm_mos_sst,cca,1,raw,indo_pacific,8,none,0.715,0.1851,0.4816,0.5153
Kenya:OND,obs_sst_field,cca,1,raw,indian,4,none,0.5138,-0.0814,-0.0193,0.3775
Kenya:OND,gcm_mos_sst,cca,1,raw,indian,4,none,0.7011,0.175,0.4863,0.5201
Kenya:OND,obs_sst_field,cca,1,raw,indian,8,none,0.5436,-0.0877,-0.0002,0.3725
Kenya:OND,gcm_mos_sst,cca,1,raw,indian,8,none,0.7162,0.1947,0.5082,0.5276
Kenya:OND,obs_sst_field,cca,1,raw,pacific,4,none,0.6475,0.0872,0.311,0.4729
Kenya:OND,gcm_mos_sst,cca,1,raw,pacific,4,none,0.6905,0.1588,0.4928,0.5092
Kenya:OND,obs_sst_field,cca,1,raw,pacific,8,none,0.6531,0.0893,0.3672,0.4546
Kenya:OND,gcm_mos_sst,cca,1,raw,pacific,8,none,0.683,0.1296,0.4773,0.4858
Kenya:OND,gcm_mos_precip,cca,1,raw,region,4,none,0.7171,0.205,0.5955,0.5243
Kenya:OND,gcm_mos_precip,cca,1,raw,region,8,none,0.7157,0.1959,0.5955,0.5182
Kenya:OND,gcm_mos_precip,qm,1,raw,region,0,none,0.7366,0.2251,0.4828,0.3787
Kenya:OND,obs_index,regression,1,raw,nino34,0,none,0.6415,0.0781,0.311,0.4271
Kenya:OND,gcm_index,regression,1,raw,nino34,0,none,0.6822,0.1334,0.3926,0.4455
Kenya:OND,obs_index,regression,1,raw,iod,0,none,0.5919,0.0121,0.2092,0.4421
Kenya:OND,gcm_index,regression,1,raw,iod,0,none,0.7513,0.2772,0.6219,0.5617
Kenya:OND,obs_index,regression,1,raw,wpg,0,none,0.6567,0.0959,0.3455,0.4755
Kenya:OND,gcm_index,regression,1,raw,wpg,0,none,0.6854,0.156,0.4712,0.4901
Kenya:OND,obs_index,regression,1,raw,wvg,0,none,0.6202,0.0386,0.3029,0.4097
Kenya:OND,gcm_index,regression,1,raw,wvg,0,none,0.7034,0.1877,0.5344,0.5135
Kenya:OND,obs_index,regression,1,raw,iwhg,0,none,0.6477,0.0959,0.3566,0.4937
Kenya:OND,gcm_index,regression,1,raw,iwhg,0,none,0.7507,0.2825,0.611,0.5561
Kenya:OND,persistence,regression,1,raw,region,0,none,0.4056,-0.1441,-0.2113,0.279
Kenya:OND,obs_sst_field,cca,2,std_anom,indo_pacific,4,none,0.6608,0.0983,0.4036,0.4637
Kenya:OND,gcm_mos_sst,cca,2,std_anom,indo_pacific,4,none,0.6949,0.1668,0.4724,0.5072
Kenya:OND,obs_sst_field,cca,2,std_anom,indo_pacific,8,none,0.6588,0.1004,0.3761,0.4719
Kenya:OND,gcm_mos_sst,cca,2,std_anom,indo_pacific,8,none,0.692,0.1603,0.4631,0.4983
Kenya:OND,obs_sst_field,cca,2,std_anom,indian,4,none,0.4977,-0.0878,-0.1164,0.3295
Kenya:OND,gcm_mos_sst,cca,2,std_anom,indian,4,none,0.6794,0.1339,0.405,0.4974
Kenya:OND,obs_sst_field,cca,2,std_anom,indian,8,none,0.4788,-0.1214,-0.1772,0.3366
Kenya:OND,gcm_mos_sst,cca,2,std_anom,indian,8,none,0.7009,0.1586,0.4714,0.5212
Kenya:OND,obs_sst_field,cca,2,std_anom,pacific,4,none,0.67,0.1284,0.483,0.463
Kenya:OND,gcm_mos_sst,cca,2,std_anom,pacific,4,none,0.6799,0.1458,0.4602,0.486
Kenya:OND,obs_sst_field,cca,2,std_anom,pacific,8,none,0.6731,0.1214,0.4751,0.479
Kenya:OND,gcm_mos_sst,cca,2,std_anom,pacific,8,none,0.691,0.1458,0.4773,0.4829
Kenya:OND,gcm_mos_precip,cca,2,std_anom,region,4,none,0.6547,0.086,0.4691,0.4673
Kenya:OND,gcm_mos_precip,cca,2,std_anom,region,8,none,0.6547,0.0796,0.4691,0.4682
Kenya:OND,gcm_mos_precip,qm,2,std_anom,region,0,none,0.5821,-0.0757,0.2134,0.3438
Kenya:OND,obs_index,regression,2,std_anom,nino34,0,none,0.5722,-0.0185,0.1344,0.3729
Kenya:OND,gcm_index,regression,2,std_anom,nino34,0,none,0.6853,0.1559,0.4284,0.475
Kenya:OND,obs_index,regression,2,std_anom,iod,0,none,0.5191,-0.0572,0.0055,0.3615
Kenya:OND,gcm_index,regression,2,std_anom,iod,0,none,0.7026,0.1832,0.5415,0.5297
Kenya:OND,obs_index,regression,2,std_anom,wpg,0,none,0.5915,-0.012,0.1063,0.4351
Kenya:OND,gcm_index,regression,2,std_anom,wpg,0,none,0.6977,0.1847,0.4834,0.5188
Kenya:OND,obs_index,regression,2,std_anom,wvg,0,none,0.5221,-0.0823,-0.0197,0.3669
Kenya:OND,gcm_index,regression,2,std_anom,wvg,0,none,0.7034,0.2011,0.5068,0.5191
Kenya:OND,obs_index,regression,2,std_anom,iwhg,0,none,0.5805,-0.0101,0.1404,0.4502
Kenya:OND,gcm_index,regression,2,std_anom,iwhg,0,none,0.7392,0.2515,0.598,0.5342
Kenya:OND,persistence,regression,2,std_anom,region,0,none,0.4343,-0.1051,-0.3394,0.3128
Kenya:OND,obs_sst_field,cca,2,raw,indo_pacific,4,none,0.6708,0.1138,0.3817,0.477
Kenya:OND,gcm_mos_sst,cca,2,raw,indo_pacific,4,none,0.6998,0.1783,0.4627,0.5133
Kenya:OND,obs_sst_field,cca,2,raw,indo_pacific,8,none,0.6643,0.103,0.3223,0.471
Kenya:OND,gcm_mos_sst,cca,2,raw,indo_pacific,8,none,0.6968,0.1626,0.4304,0.5051
Kenya:OND,obs_sst_field,cca,2,raw,indian,4,none,0.5179,-0.0648,-0.1042,0.3535
Kenya:OND,gcm_mos_sst,cca,2,raw,indian,4,none,0.6932,0.1566,0.467,0.5133
Kenya:OND,obs_sst_field,cca,2,raw,indian,8,none,0.4896,-0.1105,-0.2025,0.3317
Kenya:OND,gcm_mos_sst,cca,2,raw,indian,8,none,0.6993,0.1608,0.4714,0.5125
Kenya:OND,obs_sst_field,cca,2,raw,pacific,4,none,0.667,0.1264,0.4228,0.4814
Kenya:OND,gcm_mos_sst,cca,2,raw,pacific,4,none,0.6917,0.1616,0.4467,0.4923
Kenya:OND,obs_sst_field,cca,2,raw,pacific,8,none,0.6684,0.1114,0.419,0.4784
Kenya:OND,gcm_mos_sst,cca,2,raw,pacific,8,none,0.6905,0.1518,0.4419,0.4818
Kenya:OND,gcm_mos_precip,cca,2,raw,region,4,none,0.6596,0.0929,0.4768,0.4674
Kenya:OND,gcm_mos_precip,cca,2,raw,region,8,none,0.6594,0.0862,0.4768,0.4656
Kenya:OND,gcm_mos_precip,qm,2,raw,region,0,none,0.5719,-0.1012,0.2424,0.3447
Kenya:OND,obs_index,regression,2,raw,nino34,0,none,0.5722,-0.0185,0.1474,0.3729
Kenya:OND,gcm_index,regression,2,raw,nino34,0,none,0.6853,0.1559,0.3923,0.475
Kenya:OND,obs_index,regression,2,raw,iod,0,none,0.5191,-0.0572,0.041,0.3615
Kenya:OND,gcm_index,regression,2,raw,iod,0,none,0.7026,0.1832,0.5582,0.5297
Kenya:OND,obs_index,regression,2,raw,wpg,0,none,0.5915,-0.012,0.1338,0.4351
Kenya:OND,gcm_index,regression,2,raw,wpg,0,none,0.6977,0.1847,0.4744,0.5188
Kenya:OND,obs_index,regression,2,raw,wvg,0,none,0.5221,-0.0823,0.0283,0.3669
Kenya:OND,gcm_index,regression,2,raw,wvg,0,none,0.7034,0.2011,0.497,0.5191
Kenya:OND,obs_index,regression,2,raw,iwhg,0,none,0.5805,-0.0101,0.1733,0.4502
Kenya:OND,gcm_index,regression,2,raw,iwhg,0,none,0.7392,0.2515,0.5973,0.5342
Kenya:OND,persistence,regression,2,raw,region,0,none,0.4343,-0.1051,-0.4526,0.3128
Kenya:OND,obs_sst_field,cca,3,std_anom,indo_pacific,4,none,0.6334,0.0529,0.2897,0.4472
Kenya:OND,gcm_mos_sst,cca,3,std_anom,indo_pacific,4,none,0.6664,0.116,0.41,0.4656
Kenya:OND,obs_sst_field,cca,3,std_anom,indo_pacific,8,none,0.6414,0.069,0.3197,0.4695
Kenya:OND,gcm_mos_sst,cca,3,std_anom,indo_pacific,8,none,0.6724,0.1163,0.3779,0.4846
Kenya:OND,obs_sst_field,cca,3,std_anom,indian,4,none,0.4696,-0.1284,-0.2429,0.2866
Kenya:OND,gcm_mos_sst,cca,3,std_anom,indian,4,none,0.6529,0.1099,0.3218,0.5028
Kenya:OND,obs_sst_field,cca,3,std_anom,indian,8,none,0.4382,-0.1832,-0.2447,0.2759
Kenya:OND,gcm_mos_sst,cca,3,std_anom,indian,8,none,0.6578,0.1006,0.2979,0.4917
Kenya:OND,obs_sst_field,cca,3,std_anom,pacific,4,none,0.6501,0.0838,0.4306,0.4532
Kenya:OND,gcm_mos_sst,cca,3,std_anom,pacific,4,none,0.6383,0.0835,0.3331,0.4289
Kenya:OND,obs_sst_field,cca,3,std_anom,pacific,8,none,0.6615,0.0943,0.4247,0.4784
Kenya:OND,gcm_mos_sst,cca,3,std_anom,pacific,8,none,0.6562,0.1048,0.372,0.4713
Kenya:OND,gcm_mos_precip,cca,3,std_anom,region,4,none,0.6591,0.0983,0.37,0.4674
Kenya:OND,gcm_mos_precip,cca,3,std_anom,region,8,none,0.6596,0.0904,0.37,0.4708
Kenya:OND,gcm_mos_precip,qm,3,std_anom,region,0,none,0.4788,-0.255,-0.0725,0.3216
Kenya:OND,obs_index,regression,3,std_anom,nino34,0,none,0.4195,-0.1199,-0.3345,0.282
Kenya:OND,gcm_index,regression,3,std_anom,nino34,0,none,0.6838,0.1545,0.4114,0.4916
Kenya:OND,obs_index,regression,3,std_anom,iod,0,none,0.4233,-0.1006,-0.3153,0.3194
Kenya:OND,gcm_index,regression,3,std_anom,iod,0,none,0.6526,0.1113,0.3999,0.504
Kenya:OND,obs_index,regression,3,std_anom,wpg,0,none,0.4207,-0.1496,-0.2976,0.2697
Kenya:OND,gcm_index,regression,3,std_anom,wpg,0,none,0.6903,0.1634,0.4552,0.4812
Kenya:OND,obs_index,regression,3,std_anom,wvg,0,none,0.4042,-0.143,-0.4281,0.2726
Kenya:OND,gcm_index,regression,3,std_anom,wvg,0,none,0.7061,0.2,0.4925,0.519
Kenya:OND,obs_index,regression,3,std_anom,iwhg,0,none,0.4352,-0.1111,-0.2257,0.3069
Kenya:OND,gcm_index,regression,3,std_anom,iwhg,0,none,0.7136,0.2091,0.5204,0.5234
Kenya:OND,persistence,regression,3,std_anom,region,0,none,0.4271,-0.1614,-0.3149,0.2547
Kenya:OND,obs_sst_field,cca,3,raw,indo_pacific,4,none,0.6502,0.0845,0.3199,0.471
Kenya:OND,gcm_mos_sst,cca,3,raw,indo_pacific,4,none,0.6628,0.1142,0.372,0.4733
Kenya:OND,obs_sst_field,cca,3,raw,indo_pacific,8,none,0.641,0.0615,0.2706,0.4633
Kenya:OND,gcm_mos_sst,cca,3,raw,indo_pacific,8,none,0.6709,0.1193,0.3389,0.4883
Kenya:OND,obs_sst_field,cca,3,raw,indian,4,none,0.4561,-0.1499,-0.3104,0.2842
Kenya:OND,gcm_mos_sst,cca,3,raw,indian,4,none,0.6465,0.0971,0.2816,0.501
Kenya:OND,obs_sst_field,cca,3,raw,indian,8,none,0.4357,-0.185,-0.2698,0.2811
Kenya:OND,gcm_mos_sst,cca,3,raw,indian,8,none,0.6592,0.0967,0.2862,0.4916
Kenya:OND,obs_sst_field,cca,3,raw,pacific,4,none,0.6578,0.1036,0.3902,0.4647
Kenya:OND,gcm_mos_sst,cca,3,raw,pacific,4,none,0.6458,0.0875,0.3062,0.4361
Kenya:OND,obs_sst_field,cca,3,raw,pacific,8,none,0.6494,0.0855,0.3612,0.467
Kenya:OND,gcm_mos_sst,cca,3,raw,pacific,8,none,0.6564,0.1112,0.3259,0.4713
Kenya:OND,gcm_mos_precip,cca,3,raw,region,4,none,0.6634,0.0972,0.3479,0.4652
Kenya:OND,gcm_mos_precip,cca,3,raw,region,8,none,0.6639,0.0893,0.3479,0.4693
Kenya:OND,gcm_mos_precip,qm,3,raw,region,0,none,0.4756,-0.2905,-0.035,0.3214
Kenya:OND,obs_index,regression,3,raw,nino34,0,none,0.4195,-0.1199,-0.2689,0.282
Kenya:OND,gcm_index,regression,3,raw,nino34,0,none,0.6838,0.1545,0.368,0.4916
Kenya:OND,obs_index,regression,3,raw,iod,0,none,0.4233,-0.1006,-0.2477,0.3194
Kenya:OND,gcm_index,regression,3,raw,iod,0,none,0.6526,0.1113,0.426,0.504
Kenya:OND,obs_index,regression,3,raw,wpg,0,none,0.4207,-0.1496,-0.2392,0.2697
Kenya:OND,gcm_index,regression,3,raw,wpg,0,none,0.6903,0.1634,0.4281,0.4812
Kenya:OND,obs_index,regression,3,raw,wvg,0,none,0.4042,-0.143,-0.3712,0.2726
Kenya:OND,gcm_index,regression,3,raw,wvg,0,none,0.7061,0.2,0.4656,0.519
Kenya:OND,obs_index,regression,3,raw,iwhg,0,none,0.4352,-0.1111,-0.1517,0.3069
Kenya:OND,gcm_index,regression,3,raw,iwhg,0,none,0.7136,0.2091,0.5147,0.5234
Kenya:OND,persistence,regression,3,raw,region,0,none,0.4271,-0.1614,-0.2688,0.2547
Kenya:OND,obs_sst_field,cca,4,std_anom,indo_pacific,4,none,0.5957,0.0111,0.2459,0.4136
Kenya:OND,gcm_mos_sst,cca,4,std_anom,indo_pacific,4,none,0.6856,0.1553,0.5083,0.5243
Kenya:OND,obs_sst_field,cca,4,std_anom,indo_pacific,8,none,0.6329,0.061,0.3627,0.4641
Kenya:OND,gcm_mos_sst,cca,4,std_anom,indo_pacific,8,none,0.6795,0.1436,0.5032,0.5215
Kenya:OND,obs_sst_field,cca,4,std_anom,indian,4,none,0.4241,-0.2083,-0.3686,0.2558
Kenya:OND,gcm_mos_sst,cca,4,std_anom,indian,4,none,0.6993,0.1692,0.461,0.5191
Kenya:OND,obs_sst_field,cca,4,std_anom,indian,8,none,0.4608,-0.1591,-0.1581,0.2903
Kenya:OND,gcm_mos_sst,cca,4,std_anom,indian,8,none,0.6963,0.1609,0.4663,0.5198
Kenya:OND,obs_sst_field,cca,4,std_anom,pacific,4,none,0.6399,0.0689,0.3562,0.4571
Kenya:OND,gcm_mos_sst,cca,4,std_anom,pacific,4,none,0.6819,0.1535,0.5327,0.5234
Kenya:OND,obs_sst_field,cca,4,std_anom,pacific,8,none,0.6506,0.0798,0.3767,0.4669
Kenya:OND,gcm_mos_sst,cca,4,std_anom,pacific,8,none,0.6811,0.1438,0.5311,0.51
Kenya:OND,gcm_mos_precip,cca,4,std_anom,region,4,none,0.6835,0.1435,0.5393,0.5056
Kenya:OND,gcm_mos_precip,cca,4,std_anom,region,8,none,0.6837,0.1341,0.5393,0.5083
Kenya:OND,gcm_mos_precip,qm,4,std_anom,region,0,none,0.4559,-0.3128,-0.1322,0.3145
Kenya:OND,obs_index,regression,4,std_anom,nino34,0,none,0.4677,-0.0909,-0.1605,0.3317
Kenya:OND,gcm_index,regression,4,std_anom,nino34,0,none,0.7097,0.2074,0.5053,0.5389
Kenya:OND,obs_index,regression,4,std_anom,iod,0,none,0.4049,-0.1152,-0.4268,0.2966
Kenya:OND,gcm_index,regression,4,std_anom,iod,0,none,0.6657,0.1207,0.434,0.5118
Kenya:OND,obs_index,regression,4,std_anom,wpg,0,none,0.4144,-0.134,-0.4402,0.2818
Kenya:OND,gcm_index,regression,4,std_anom,wpg,0,none,0.6564,0.105,0.3911,0.4856
Kenya:OND,obs_index,regression,4,std_anom,wvg,0,none,0.4561,-0.0938,-0.2464,0.3204
Kenya:OND,gcm_index,regression,4,std_anom,wvg,0,none,0.7126,0.2104,0.529,0.5287
Kenya:OND,obs_index,regression,4,std_anom,iwhg,0,none,0.4011,-0.1322,-0.4676,0.2726
Kenya:OND,gcm_index,regression,4,std_anom,iwhg,0,none,0.71,0.202,0.5374,0.5331
Kenya:OND,persistence,regression,4,std_anom,region,0,none,0.399,-0.1618,-0.3901,0.2464
Kenya:OND,obs_sst_field,cca,4,raw,indo_pacific,4,none,0.6158,0.0341,0.2342,0.4462
Kenya:OND,gcm_mos_sst,cca,4,raw,indo_pacific,4,none,0.6766,0.1367,0.4725,0.5166
Kenya:OND,obs_sst_field,cca,4,raw,indo_pacific,8,none,0.6311,0.0572,0.3277,0.4601
Kenya:OND,gcm_mos_sst,cca,4,raw,indo_pacific,8,none,0.6826,0.1374,0.466,0.5217
Kenya:OND,obs_sst_field,cca,4,raw,indian,4,none,0.4041,-0.2254,-0.4195,0.2444
Kenya:OND,gcm_mos_sst,cca,4,raw,indian,4,none,0.6891,0.1597,0.4393,0.5089
Kenya:OND,obs_sst_field,cca,4,raw,indian,8,none,0.4667,-0.1513,-0.1817,0.2792
Kenya:OND,gcm_mos_sst,cca,4,raw,indian,8,none,0.6923,0.151,0.4414,0.5109
Kenya:OND,obs_sst_field,cca,4,raw,pacific,4,none,0.6499,0.0765,0.3117,0.4751
Kenya:OND,gcm_mos_sst,cca,4,raw,pacific,4,none,0.6864,0.1631,0.4947,0.5318
Kenya:OND,obs_sst_field,cca,4,raw,pacific,8,none,0.6511,0.0757,0.3276,0.4685
Kenya:OND,gcm_mos_sst,cca,4,raw,pacific,8,none,0.6787,0.1395,0.5015,0.5089
